location,Y,date
columbus,150698.6995,07/06/21
columbus,140178.5104,08/06/21
columbus,139900.7317,09/06/21
columbus,158942.5175,10/06/21
columbus,161354.9096,11/06/21
columbus,176209.2967,12/06/21
columbus,164508.493,13/06/21
columbus,176199.0561,14/06/21
columbus,215074.3325,15/06/21
columbus,195092.735,16/06/21
columbus,198602.3535,17/06/21
columbus,175809.9192,18/06/21
columbus,156588.767,19/06/21
columbus,179607.2476,20/06/21
columbus,170440.1991,21/06/21
columbus,168324.0203,22/06/21
columbus,142422.2637,23/06/21
columbus,124427.7777,24/06/21
columbus,118676.81,25/06/21
columbus,97981.96832,26/06/21
columbus,99527.26984,27/06/21
columbus,78069.05923,28/06/21
columbus,57486.1819,29/06/21
columbus,36719.61512,30/06/21
columbus,54483.71479,01/07/21
columbus,77402.68102,02/07/21
columbus,82143.43029,03/07/21
columbus,104030.2445,04/07/21
columbus,100433.5794,05/07/21
columbus,105868.3606,06/07/21
columbus,155257.561,07/07/21
columbus,167448.3243,08/07/21
columbus,147548.0717,09/07/21
columbus,173112.588,10/07/21
columbus,189328.9489,11/07/21
columbus,167135.5843,12/07/21
columbus,188724.2949,13/07/21
columbus,208121.3094,14/07/21
columbus,209251.895,15/07/21
columbus,157927.267,16/07/21
columbus,186841.5898,17/07/21
columbus,158506.8514,18/07/21
columbus,179897.1544,19/07/21
columbus,172529.2387,20/07/21
columbus,145337.1593,21/07/21
columbus,142502.1606,22/07/21
columbus,130929.3234,23/07/21
columbus,123158.8344,24/07/21
columbus,104847.8763,25/07/21
columbus,95934.89624,26/07/21
columbus,97096.17229,27/07/21
columbus,78925.61243,28/07/21
columbus,57502.01547,29/07/21
columbus,32971.61609,30/07/21
columbus,12308.77081,31/07/21
columbus,49694.51187,01/08/21
columbus,71156.48383,02/08/21
columbus,89537.61194,03/08/21
columbus,102978.1344,04/08/21
columbus,102012.2201,05/08/21
columbus,128719.718,06/08/21
columbus,137190.0864,07/08/21
columbus,137827.1598,08/08/21
columbus,166180.9213,09/08/21
columbus,150551.0502,10/08/21
columbus,190384.5466,11/08/21
columbus,196489.5844,12/08/21
columbus,181570.8609,13/08/21
columbus,184357.3498,14/08/21
columbus,177548.8749,15/08/21
columbus,203866.1762,16/08/21
columbus,170235.7694,17/08/21
columbus,186331.5594,18/08/21
columbus,173857.3451,19/08/21
columbus,155202.9724,20/08/21
columbus,157399.2974,21/08/21
columbus,157146.7767,22/08/21
columbus,153058.1278,23/08/21
columbus,141519.2797,24/08/21
columbus,119514.0745,25/08/21
columbus,126572.82,26/08/21
columbus,92027.06806,27/08/21
columbus,82508.1695,28/08/21
columbus,59178.19372,29/08/21
columbus,38018.61591,30/08/21
columbus,15443.20933,31/08/21
columbus,63212.99526,01/09/21
columbus,74824.90115,02/09/21
columbus,90322.72205,03/09/21
columbus,113170.4725,04/09/21
columbus,119030.1334,05/09/21
columbus,160717.0171,06/09/21
columbus,167359.6106,07/09/21
columbus,155733.7316,08/09/21
columbus,195821.8437,09/09/21
columbus,195318.6035,10/09/21
columbus,220675.7049,11/09/21
columbus,208576.0068,12/09/21
columbus,220109.8481,13/09/21
columbus,206881.4188,14/09/21
columbus,206380.8183,15/09/21
dallas,39468.94279,03/06/21
dallas,43843.55599,04/06/21
dallas,60787.84221,05/06/21
dallas,16983.53368,06/06/21
dallas,39787.17425,07/06/21
dallas,76471.58706,08/06/21
dallas,77809.71288,09/06/21
dallas,74252.14022,10/06/21
dallas,80977.12344,11/06/21
dallas,108926.4638,12/06/21
dallas,96433.96303,13/06/21
dallas,90230.96826,14/06/21
dallas,97203.87284,15/06/21
dallas,86578.79118,16/06/21
dallas,96309.88202,17/06/21
dallas,90228.52928,18/06/21
dallas,98328.14228,19/06/21
dallas,97854.05202,20/06/21
dallas,88401.64991,21/06/21
dallas,79927.44362,22/06/21
dallas,61819.04026,23/06/21
dallas,63040.8131,24/06/21
dallas,58014.04399,25/06/21
dallas,56041.65692,26/06/21
dallas,46879.33799,27/06/21
dallas,39161.089,28/06/21
dallas,25380.69163,29/06/21
dallas,16762.53092,30/06/21
dallas,25174.51183,01/07/21
dallas,37599.46266,02/07/21
dallas,48524.05477,03/07/21
dallas,55123.14946,04/07/21
dallas,55304.16144,05/07/21
dallas,61505.17681,06/07/21
dallas,73934.34383,07/07/21
dallas,80024.55804,08/07/21
dallas,72005.42025,09/07/21
dallas,97852.14124,10/07/21
dallas,98807.82433,11/07/21
dallas,85849.21822,12/07/21
dallas,94231.69288,13/07/21
dallas,102720.8179,14/07/21
dallas,96569.7233,15/07/21
dallas,91408.44595,16/07/21
dallas,107025.4564,17/07/21
dallas,99990.76109,18/07/21
dallas,111234.1183,19/07/21
dallas,97010.21213,20/07/21
dallas,76664.89218,21/07/21
dallas,77024.8026,22/07/21
dallas,74464.5752,23/07/21
dallas,83105.06182,24/07/21
dallas,65491.4887,25/07/21
dallas,52234.09445,26/07/21
dallas,49666.27623,27/07/21
dallas,52705.35864,28/07/21
dallas,29562.2136,29/07/21
dallas,17139.79676,30/07/21
dallas,8029.245613,31/07/21
dallas,32462.47504,01/08/21
dallas,40282.02013,02/08/21
dallas,49116.65367,03/08/21
dallas,58384.47505,04/08/21
dallas,56116.74189,05/08/21
dallas,66518.68027,06/08/21
dallas,94062.57956,07/08/21
dallas,85824.1078,08/08/21
dallas,91567.95199,09/08/21
dallas,94148.79622,10/08/21
dallas,98798.59129,11/08/21
dallas,101854.8967,12/08/21
dallas,104836.5207,13/08/21
dallas,116187.587,14/08/21
dallas,113243.4168,15/08/21
dallas,116146.1705,16/08/21
dallas,99687.12571,17/08/21
dallas,101829.6774,18/08/21
dallas,95719.21246,19/08/21
dallas,89885.40321,20/08/21
dallas,103519.0696,21/08/21
dallas,92599.48712,22/08/21
dallas,77829.31499,23/08/21
dallas,70466.40577,24/08/21
dallas,64542.73434,25/08/21
dallas,61886.39463,26/08/21
dallas,51586.38431,27/08/21
dallas,45032.47321,28/08/21
dallas,36390.3419,29/08/21
dallas,18270.39449,30/08/21
dallas,7111.096915,31/08/21
dallas,26238.53727,01/09/21
dallas,33029.5241,02/09/21
dallas,40007.81101,03/09/21
dallas,56997.73409,04/09/21
dallas,61834.10718,05/09/21
dallas,69711.22276,06/09/21
dallas,77447.30313,07/09/21
dallas,62258.13865,08/09/21
dallas,92931.94659,09/09/21
dallas,80525.98594,10/09/21
dallas,112222.3046,11/09/21
dallas,115021.5491,12/09/21
dallas,96724.9174,13/09/21
dallas,89717.72207,14/09/21
dallas,88269.8344,15/09/21
denver,58863.36685,03/06/21
denver,64373.47506,04/06/21
denver,95975.43543,05/06/21
denver,45922.40524,06/06/21
denver,76517.06296,07/06/21
denver,105492.7677,08/06/21
denver,114428.6096,09/06/21
denver,107121.4824,10/06/21
denver,124195.9993,11/06/21
denver,157903.2276,12/06/21
denver,129965.8713,13/06/21
denver,135659.8995,14/06/21
denver,147553.3515,15/06/21
denver,123199.3427,16/06/21
denver,137452.4436,17/06/21
denver,130860.155,18/06/21
denver,142317.048,19/06/21
denver,137886.7894,20/06/21
denver,137533.878,21/06/21
denver,110936.8216,22/06/21
denver,97736.45297,23/06/21
denver,91123.80906,24/06/21
denver,86353.02549,25/06/21
denver,83740.72849,26/06/21
denver,69420.99369,27/06/21
denver,60386.90547,28/06/21
denver,38789.61472,29/06/21
denver,26461.54961,30/06/21
denver,38664.59587,01/07/21
denver,57060.3207,02/07/21
denver,72296.41448,03/07/21
denver,82246.05368,04/07/21
denver,86653.37118,05/07/21
denver,97113.43706,06/07/21
denver,109692.842,07/07/21
denver,118622.9756,08/07/21
denver,121876.8786,09/07/21
denver,139401.332,10/07/21
denver,133377.9114,11/07/21
denver,133167.685,12/07/21
denver,131019.8849,13/07/21
denver,147779.0318,14/07/21
denver,149368.1698,15/07/21
denver,138590.8649,16/07/21
denver,160713.0109,17/07/21
denver,152321.2182,18/07/21
denver,160315.4737,19/07/21
denver,144340.7999,20/07/21
denver,117225.1677,21/07/21
denver,116896.9573,22/07/21
denver,124715.4994,23/07/21
denver,124939.9675,24/07/21
denver,94020.47724,25/07/21
denver,81893.75105,26/07/21
denver,74778.96186,27/07/21
denver,73330.63403,28/07/21
denver,46971.93939,29/07/21
denver,27233.14863,30/07/21
denver,11791.94084,31/07/21
denver,44766.71832,01/08/21
denver,66400.09065,02/08/21
denver,75147.6386,03/08/21
denver,82610.67676,04/08/21
denver,90855.67734,05/08/21
denver,108818.0845,06/08/21
denver,127523.5762,07/08/21
denver,123586.7152,08/08/21
denver,142322.4441,09/08/21
denver,143317.2028,10/08/21
denver,148706.1599,11/08/21
denver,156256.2191,12/08/21
denver,153792.6249,13/08/21
denver,179603.4058,14/08/21
denver,161376.2447,15/08/21
denver,182648.2822,16/08/21
denver,144665.2649,17/08/21
denver,146188.8335,18/08/21
denver,141862.9475,19/08/21
denver,134385.631,20/08/21
denver,156287.7617,21/08/21
denver,133894.7731,22/08/21
denver,122037.8519,23/08/21
denver,109804.8858,24/08/21
denver,95787.28528,25/08/21
denver,91372.43307,26/08/21
denver,79100.45663,27/08/21
denver,70143.65523,28/08/21
denver,50457.19675,29/08/21
denver,28736.64818,30/08/21
denver,10924.23502,31/08/21
denver,43677.36587,01/09/21
denver,54501.81783,02/09/21
denver,71376.52282,03/09/21
denver,95922.00693,04/09/21
denver,101607.5186,05/09/21
denver,121678.0346,06/09/21
denver,136166.1662,07/09/21
denver,116407.0317,08/09/21
denver,140874.8189,09/09/21
denver,138663.3765,10/09/21
denver,183098.8248,11/09/21
denver,184398.8432,12/09/21
denver,159458.2375,13/09/21
denver,163804.7398,14/09/21
denver,149227.4796,15/09/21
detroit,64163.41502,03/06/21
detroit,53042.87354,04/06/21
detroit,61991.35989,05/06/21
detroit,81226.75872,06/06/21
detroit,90614.54625,07/06/21
detroit,90982.1774,08/06/21
detroit,93136.52817,09/06/21
detroit,88910.09013,10/06/21
detroit,81343.3851,11/06/21
detroit,96133.62605,12/06/21
detroit,108681.4331,13/06/21
detroit,94159.50509,14/06/21
detroit,110272.4498,15/06/21
detroit,99637.64267,16/06/21
detroit,112492.296,17/06/21
detroit,96561.79888,18/06/21
detroit,86190.51213,19/06/21
detroit,111355.8184,20/06/21
detroit,84447.43729,21/06/21
detroit,96159.94873,22/06/21
detroit,74769.85404,23/06/21
detroit,74585.32415,24/06/21
detroit,55505.96209,25/06/21
detroit,54348.93588,26/06/21
detroit,62571.73976,27/06/21
detroit,43210.98924,28/06/21
detroit,39020.10177,29/06/21
detroit,20010.32675,30/06/21
detroit,33025.19119,01/07/21
detroit,48211.39396,02/07/21
detroit,44660.37554,03/07/21
detroit,65352.57239,04/07/21
detroit,55304.16144,05/07/21
detroit,74269.70812,06/07/21
detroit,96100.96388,07/07/21
detroit,91288.32093,08/07/21
detroit,108988.7489,09/07/21
detroit,101730.4273,10/07/21
detroit,112186.7327,11/07/21
detroit,98650.55342,12/07/21
detroit,108407.7574,13/07/21
detroit,111504.1922,14/07/21
detroit,142492.8254,15/07/21
detroit,98559.7186,16/07/21
detroit,112206.6709,17/07/21
detroit,110908.4037,18/07/21
detroit,112658.2406,19/07/21
detroit,104057.3218,20/07/21
detroit,87597.33337,21/07/21
detroit,85601.70891,22/07/21
detroit,74532.11677,23/07/21
detroit,63013.01211,24/07/21
detroit,70389.07488,25/07/21
detroit,57431.64543,26/07/21
detroit,55466.88729,27/07/21
detroit,44048.03999,28/07/21
detroit,33633.84301,29/07/21
detroit,15688.16863,30/07/21
detroit,7257.244352,31/07/21
detroit,37268.3438,01/08/21
detroit,38135.3294,02/08/21
detroit,59411.23499,03/08/21
detroit,60565.50429,04/08/21
detroit,65803.56043,05/08/21
detroit,68778.69628,06/08/21
detroit,83652.4917,07/08/21
detroit,101018.1536,08/08/21
detroit,114984.6056,09/08/21
detroit,99533.38941,10/08/21
detroit,110851.9226,11/08/21
detroit,114478.9097,12/08/21
detroit,108521.3888,13/08/21
detroit,98517.26689,14/08/21
detroit,125985.4891,15/08/21
detroit,115564.8584,16/08/21
detroit,102227.9581,17/08/21
detroit,122911.8284,18/08/21
detroit,108865.4253,19/08/21
detroit,84449.29585,20/08/21
detroit,95299.55599,21/08/21
detroit,122115.5736,22/08/21
detroit,101976.8352,23/08/21
detroit,86887.51441,24/08/21
detroit,75067.60068,25/08/21
detroit,68086.46279,26/08/21
detroit,55448.35956,27/08/21
detroit,41519.12668,28/08/21
detroit,41011.33769,29/08/21
detroit,21904.22919,30/08/21
detroit,8948.70496,31/08/21
detroit,36131.95306,01/09/21
detroit,40887.32513,02/09/21
detroit,47107.56713,03/09/21
detroit,57621.66554,04/09/21
detroit,79011.80238,05/09/21
detroit,79696.41525,06/09/21
detroit,94828.07111,07/09/21
detroit,72265.79034,08/09/21
detroit,91826.36253,09/09/21
detroit,88307.49523,10/09/21
detroit,99384.95016,11/09/21
detroit,102388.3691,12/09/21
detroit,119519.3502,13/09/21
detroit,131723.9499,14/09/21
detroit,108973.1143,15/09/21
honolulu,48239.81897,03/06/21
honolulu,54978.42735,04/06/21
honolulu,52526.40728,05/06/21
honolulu,55122.93372,06/06/21
honolulu,96134.64514,07/06/21
honolulu,76587.98217,08/06/21
honolulu,84907.07337,09/06/21
honolulu,84172.16693,10/06/21
honolulu,85305.67033,11/06/21
honolulu,85026.87359,12/06/21
honolulu,67182.72393,13/06/21
honolulu,103019.6094,14/06/21
honolulu,124404.7481,15/06/21
honolulu,95966.29296,16/06/21
honolulu,107735.647,17/06/21
honolulu,103923.1967,18/06/21
honolulu,74399.67141,19/06/21
honolulu,70074.16764,20/06/21
honolulu,99809.78057,21/06/21
honolulu,88970.00761,22/06/21
honolulu,72458.519,23/06/21
honolulu,69656.20707,24/06/21
honolulu,67249.411,25/06/21
honolulu,44010.74705,26/06/21
honolulu,40045.30463,27/06/21
honolulu,47007.77073,28/06/21
honolulu,32091.93221,29/06/21
honolulu,20862.20762,30/06/21
honolulu,32213.95432,01/07/21
honolulu,45499.07925,02/07/21
honolulu,41011.34516,03/07/21
honolulu,46200.40465,04/07/21
honolulu,70459.33496,05/07/21
honolulu,78573.59908,06/07/21
honolulu,96374.62585,07/07/21
honolulu,99253.07376,08/07/21
honolulu,93193.78564,09/07/21
honolulu,90746.47023,10/07/21
honolulu,89635.5231,11/07/21
honolulu,98059.07259,12/07/21
honolulu,96971.2391,13/07/21
honolulu,109767.3668,14/07/21
honolulu,118350.3946,15/07/21
honolulu,106989.4311,16/07/21
honolulu,108137.9871,17/07/21
honolulu,93217.49271,18/07/21
honolulu,104978.1528,19/07/21
honolulu,94861.09357,20/07/21
honolulu,85392.47128,21/07/21
honolulu,77485.02684,22/07/21
honolulu,80340.69134,23/07/21
honolulu,73287.10888,24/07/21
honolulu,59825.22308,25/07/21
honolulu,56733.46694,26/07/21
honolulu,56352.1211,27/07/21
honolulu,53715.10326,28/07/21
honolulu,34710.25079,29/07/21
honolulu,19460.88966,30/07/21
honolulu,8418.489947,31/07/21
honolulu,34982.25401,01/08/21
honolulu,45690.83892,02/08/21
honolulu,56269.5644,03/08/21
honolulu,69021.18688,04/08/21
honolulu,75122.94792,05/08/21
honolulu,85003.58736,06/08/21
honolulu,96930.66499,07/08/21
honolulu,100382.4194,08/08/21
honolulu,111063.4207,09/08/21
honolulu,113457.186,10/08/21
honolulu,117048.0126,11/08/21
honolulu,115795.8032,12/08/21
honolulu,118806.6249,13/08/21
honolulu,121419.9153,14/08/21
honolulu,118844.3277,15/08/21
honolulu,137015.2773,16/08/21
honolulu,108066.4665,17/08/21
honolulu,113901.3748,18/08/21
honolulu,112191.5755,19/08/21
honolulu,93973.01883,20/08/21
honolulu,108345.4743,21/08/21
honolulu,106183.0148,22/08/21
honolulu,102998.461,23/08/21
honolulu,87383.75671,24/08/21
honolulu,68576.65523,25/08/21
honolulu,65429.29072,26/08/21
honolulu,60290.83628,27/08/21
honolulu,49051.24854,28/08/21
honolulu,37319.07144,29/08/21
honolulu,21995.32811,30/08/21
honolulu,8713.426226,31/08/21
honolulu,34269.11989,01/09/21
honolulu,37386.77581,02/09/21
honolulu,53843.06547,03/09/21
honolulu,58600.68991,04/09/21
honolulu,69649.97296,05/09/21
honolulu,80894.60869,06/09/21
honolulu,80527.86709,07/09/21
honolulu,74185.30923,08/09/21
honolulu,85010.80655,09/09/21
honolulu,76696.34393,10/09/21
honolulu,2392.162101,11/09/21
honolulu,2111.111913,12/09/21
honolulu,105474.1258,13/09/21
honolulu,105659.7164,14/09/21
honolulu,108494.187,15/09/21
houston,93102.6161,03/06/21
houston,95211.84926,04/06/21
houston,122187.6426,05/06/21
houston,102462.8622,06/06/21
houston,145815.5351,07/06/21
houston,137811.8099,08/06/21
houston,151047.5064,09/06/21
houston,145395.0183,10/06/21
houston,155894.2812,11/06/21
houston,185335.568,12/06/21
houston,140845.9053,13/06/21
houston,168592.7401,14/06/21
houston,191773.7689,15/06/21
houston,164746.009,16/06/21
houston,189677.507,17/06/21
houston,183993.8195,18/06/21
houston,162084.0457,19/06/21
houston,141971.0737,20/06/21
houston,165486.0706,21/06/21
houston,183056.7831,22/06/21
houston,133910.6807,23/06/21
houston,119174.3766,24/06/21
houston,115254.5674,25/06/21
houston,94498.60023,26/06/21
houston,69086.14128,27/06/21
houston,74651.9559,28/06/21
houston,51737.56371,29/06/21
houston,33285.47035,30/06/21
houston,55268.78272,01/07/21
houston,74453.03877,02/07/21
houston,83310.58339,03/07/21
houston,74797.98845,04/07/21
houston,130621.7073,05/07/21
houston,108627.265,06/07/21
houston,134322.4198,07/07/21
houston,184084.7607,08/07/21
houston,144536.1719,09/07/21
houston,166006.917,10/07/21
houston,127400.1013,11/07/21
houston,153827.2655,12/07/21
houston,161198.3782,13/07/21
houston,183309.5176,14/07/21
houston,213083.1938,15/07/21
houston,195281.68,16/07/21
houston,207566.448,17/07/21
houston,125537.4263,18/07/21
houston,183254.0139,19/07/21
houston,163832.8054,20/07/21
houston,149057.8641,21/07/21
houston,154467.9909,22/07/21
houston,153454.4352,23/07/21
houston,145336.1131,24/07/21
houston,102937.1588,25/07/21
houston,108502.1091,26/07/21
houston,100474.0382,27/07/21
houston,79091.14434,28/07/21
houston,69030.49876,29/07/21
houston,40267.55958,30/07/21
houston,16408.81113,31/07/21
houston,46687.03374,01/08/21
houston,77470.28008,02/08/21
houston,92623.18128,03/08/21
houston,117406.4817,04/08/21
houston,120149.9527,05/08/21
houston,143696.5405,06/08/21
houston,176812.1555,07/08/21
houston,124190.6627,08/08/21
houston,186504.8093,09/08/21
houston,193301.4568,10/08/21
houston,195660.9045,11/08/21
houston,201439.2874,12/08/21
houston,212952.979,13/08/21
houston,222807.488,14/08/21
houston,161166.2105,15/08/21
houston,264729.5599,16/08/21
houston,189373.1027,17/08/21
houston,204930.0597,18/08/21
houston,206168.5188,19/08/21
houston,192834.3203,20/08/21
houston,198028.8502,21/08/21
houston,145401.6211,22/08/21
houston,160998.9469,23/08/21
houston,138361.3742,24/08/21
houston,128388.7005,25/08/21
houston,120029.891,26/08/21
houston,101011.6633,27/08/21
houston,90274.51446,28/08/21
houston,51499.186,29/08/21
houston,34182.33917,30/08/21
houston,14287.09831,31/08/21
houston,53065.45387,01/09/21
houston,64561.24293,02/09/21
houston,68656.14994,03/09/21
houston,85732.82621,04/09/21
houston,73980.09251,05/09/21
houston,115402.0991,06/09/21
houston,124088.9667,07/09/21
houston,137331.6414,08/09/21
houston,176764.0121,09/09/21
houston,167020.6932,10/09/21
houston,194363.1707,11/09/21
houston,172123.7213,12/09/21
houston,169224.6396,13/09/21
houston,148859.0008,14/09/21
houston,146751.0904,15/09/21
indianapolis,53633.6733,03/06/21
indianapolis,65308.63027,04/06/21
indianapolis,67172.6055,05/06/21
indianapolis,54534.52783,06/06/21
indianapolis,116431.6241,07/06/21
indianapolis,97345.11007,08/06/21
indianapolis,102149.7406,09/06/21
indianapolis,107602.6778,10/06/21
indianapolis,112309.1436,11/06/21
indianapolis,112057.7651,12/06/21
indianapolis,116707.6877,13/06/21
indianapolis,110291.5819,14/06/21
indianapolis,129723.355,15/06/21
indianapolis,119620.9385,16/06/21
indianapolis,128282.409,17/06/21
indianapolis,135548.4196,18/06/21
indianapolis,120229.2288,19/06/21
indianapolis,125161.3746,20/06/21
indianapolis,118217.3221,21/06/21
indianapolis,113451.0955,22/06/21
indianapolis,90508.945,23/06/21
indianapolis,90248.24222,24/06/21
indianapolis,80235.18085,25/06/21
indianapolis,68716.08058,26/06/21
indianapolis,67031.3651,27/06/21
indianapolis,53860.05731,28/06/21
indianapolis,38572.68574,29/06/21
indianapolis,23222.62754,30/06/21
indianapolis,36466.40565,01/07/21
indianapolis,55721.11531,02/07/21
indianapolis,60678.54568,03/07/21
indianapolis,86651.4256,04/07/21
indianapolis,82956.24216,05/07/21
indianapolis,87328.52257,06/07/21
indianapolis,102623.241,07/07/21
indianapolis,130735.0554,08/07/21
indianapolis,128951.3411,09/07/21
indianapolis,140133.5958,10/07/21
indianapolis,136034.7159,11/07/21
indianapolis,121380.3169,12/07/21
indianapolis,112017.0009,13/07/21
indianapolis,130410.7775,14/07/21
indianapolis,152989.5345,15/07/21
indianapolis,139110.2311,16/07/21
indianapolis,147903.0141,17/07/21
indianapolis,144248.9668,18/07/21
indianapolis,153144.0011,19/07/21
indianapolis,124249.0404,20/07/21
indianapolis,92558.27307,21/07/21
indianapolis,108905.791,22/07/21
indianapolis,122182.6907,23/07/21
indianapolis,104522.1008,24/07/21
indianapolis,92680.77878,25/07/21
indianapolis,71705.51679,26/07/21
indianapolis,66485.71874,27/07/21
indianapolis,55337.31593,28/07/21
indianapolis,44897.12439,29/07/21
indianapolis,27671.66129,30/07/21
indianapolis,11997.37535,31/07/21
indianapolis,44614.31233,01/08/21
indianapolis,59497.00674,02/08/21
indianapolis,71360.8035,03/08/21
indianapolis,85630.56341,04/08/21
indianapolis,94028.94549,05/08/21
indianapolis,96033.81477,06/08/21
indianapolis,144094.7365,07/08/21
indianapolis,137636.4395,08/08/21
indianapolis,138732.6269,09/08/21
indianapolis,147668.3892,10/08/21
indianapolis,141106.2683,11/08/21
indianapolis,147628.2965,12/08/21
indianapolis,147840.1457,13/08/21
indianapolis,159810.2554,14/08/21
indianapolis,161306.2333,15/08/21
indianapolis,166371.5416,16/08/21
indianapolis,138556.4551,17/08/21
indianapolis,149365.5959,18/08/21
indianapolis,148832.0242,19/08/21
indianapolis,139316.0539,20/08/21
indianapolis,151198.0985,21/08/21
indianapolis,138797.0989,22/08/21
indianapolis,117951.3485,23/08/21
indianapolis,105519.1569,24/08/21
indianapolis,95383.89319,25/08/21
indianapolis,89458.12631,26/08/21
indianapolis,76779.26944,27/08/21
indianapolis,69071.15998,28/08/21
indianapolis,50978.19137,29/08/21
indianapolis,30943.26646,30/08/21
indianapolis,10518.58203,31/08/21
indianapolis,45523.39324,01/09/21
indianapolis,61714.64892,02/09/21
indianapolis,83499.27653,03/09/21
indianapolis,105221.345,04/09/21
indianapolis,107683.4725,05/09/21
indianapolis,125454.4186,06/09/21
indianapolis,141102.8678,07/09/21
indianapolis,139526.3643,08/09/21
indianapolis,173396.6556,09/09/21
indianapolis,155383.8622,10/09/21
indianapolis,187176.6745,11/09/21
indianapolis,185511.7602,12/09/21
indianapolis,166791.929,13/09/21
indianapolis,146233.9892,14/09/21
indianapolis,147936.1959,15/09/21
jacksonville,47465.91813,03/06/21
jacksonville,53129.86472,04/06/21
jacksonville,60114.68825,05/06/21
jacksonville,80852.31861,06/06/21
jacksonville,82334.39793,07/06/21
jacksonville,74454.07183,08/06/21
jacksonville,87301.88826,09/06/21
jacksonville,85023.5125,10/06/21
jacksonville,79678.55937,11/06/21
jacksonville,93751.696,12/06/21
jacksonville,117837.3087,13/06/21
jacksonville,88851.80108,14/06/21
jacksonville,119744.6354,15/06/21
jacksonville,91830.21545,16/06/21
jacksonville,104646.2771,17/06/21
jacksonville,87103.0196,18/06/21
jacksonville,85176.81994,19/06/21
jacksonville,122866.0743,20/06/21
jacksonville,93083.07405,21/06/21
jacksonville,85352.98201,22/06/21
jacksonville,71101.06826,23/06/21
jacksonville,74325.89693,24/06/21
jacksonville,67858.85146,25/06/21
jacksonville,58056.13485,26/06/21
jacksonville,69010.03846,27/06/21
jacksonville,41475.31771,28/06/21
jacksonville,32105.49027,29/06/21
jacksonville,20595.99485,30/06/21
jacksonville,31180.28154,01/07/21
jacksonville,44024.25812,02/07/21
jacksonville,48765.53472,03/07/21
jacksonville,69085.93842,04/07/21
jacksonville,55273.60665,05/07/21
jacksonville,72099.36994,06/07/21
jacksonville,81460.04817,07/07/21
jacksonville,71871.29035,08/07/21
jacksonville,87905.44982,09/07/21
jacksonville,104062.8232,10/07/21
jacksonville,115381.2238,11/07/21
jacksonville,99115.28836,12/07/21
jacksonville,103754.8773,13/07/21
jacksonville,111206.4507,14/07/21
jacksonville,116670.9211,15/07/21
jacksonville,97481.03502,16/07/21
jacksonville,113509.9212,17/07/21
jacksonville,117094.037,18/07/21
jacksonville,103198.0001,19/07/21
jacksonville,94061.42155,20/07/21
jacksonville,83095.73994,21/07/21
jacksonville,72297.04448,22/07/21
jacksonville,71999.30809,23/07/21
jacksonville,71983.84079,24/07/21
jacksonville,80030.51134,25/07/21
jacksonville,58983.15319,26/07/21
jacksonville,54045.85406,27/07/21
jacksonville,46166.84838,28/07/21
jacksonville,37253.06916,29/07/21
jacksonville,17517.82492,30/07/21
jacksonville,8370.91564,31/07/21
jacksonville,41616.99461,01/08/21
jacksonville,41881.51518,02/08/21
jacksonville,59411.23499,03/08/21
jacksonville,64290.03115,04/08/21
jacksonville,58722.16205,05/08/21
jacksonville,69655.71742,06/08/21
jacksonville,92681.64954,07/08/21
jacksonville,111444.1933,08/08/21
jacksonville,108025.883,09/08/21
jacksonville,103775.7962,10/08/21
jacksonville,114240.4093,11/08/21
jacksonville,115568.7526,12/08/21
jacksonville,110141.111,13/08/21
jacksonville,117144.3556,14/08/21
jacksonville,128820.9502,15/08/21
jacksonville,118878.3377,16/08/21
jacksonville,103255.1031,17/08/21
jacksonville,111128.9275,18/08/21
jacksonville,97619.86974,19/08/21
jacksonville,85882.06833,20/08/21
jacksonville,102144.2755,21/08/21
jacksonville,122558.1447,22/08/21
jacksonville,82983.8818,23/08/21
jacksonville,84902.54524,24/08/21
jacksonville,81191.82604,25/08/21
jacksonville,75772.26157,26/08/21
jacksonville,55608.44143,27/08/21
jacksonville,50111.41626,28/08/21
jacksonville,43503.05111,29/08/21
jacksonville,20669.33272,30/08/21
jacksonville,8944.64843,31/08/21
jacksonville,33569.02186,01/09/21
jacksonville,39308.83322,02/09/21
jacksonville,53766.87478,03/09/21
jacksonville,63079.55928,04/09/21
jacksonville,86527.44016,05/09/21
jacksonville,89995.64429,06/09/21
jacksonville,85551.41198,07/09/21
jacksonville,83467.94121,08/09/21
jacksonville,102082.432,09/09/21
jacksonville,90096.19835,10/09/21
jacksonville,116302.9715,11/09/21
jacksonville,124416.4515,12/09/21
jacksonville,124474.5471,13/09/21
jacksonville,102193.7529,14/09/21
jacksonville,108018.6873,15/09/21
kansas city,82995.00211,03/06/21
kansas city,91036.2725,04/06/21
kansas city,122677.2091,05/06/21
kansas city,150444.6881,06/06/21
kansas city,136388.9047,07/06/21
kansas city,123068.4293,08/06/21
kansas city,145256.4086,09/06/21
kansas city,141434.4107,10/06/21
kansas city,143374.7917,11/06/21
kansas city,154531.057,12/06/21
kansas city,160049.4627,13/06/21
kansas city,158646.0192,14/06/21
kansas city,163154.5984,15/06/21
kansas city,160238.1492,16/06/21
kansas city,169179.7826,17/06/21
kansas city,170258.027,18/06/21
kansas city,160190.0419,19/06/21
kansas city,199927.406,20/06/21
kansas city,167622.2544,21/06/21
kansas city,144769.2439,22/06/21
