,location,date,Y
756,cleveland,23/06/21,84859.01491
757,cleveland,24/06/21,77309.3099
758,cleveland,25/06/21,86165.50534
759,cleveland,26/06/21,81908.11315
760,cleveland,27/06/21,76331.12988
761,cleveland,28/06/21,53444.21933
762,cleveland,29/06/21,36905.04414
763,cleveland,30/06/21,23116.14243
764,cleveland,01/07/21,36793.51729
765,cleveland,02/07/21,57806.20724
766,cleveland,03/07/21,72725.71217
767,cleveland,04/07/21,84299.405
768,cleveland,05/07/21,76173.07981
769,cleveland,06/07/21,76955.04179
770,cleveland,07/07/21,101574.2034
771,cleveland,08/07/21,106840.7969
772,cleveland,09/07/21,119985.6857
773,cleveland,10/07/21,153422.8279
774,cleveland,11/07/21,145460.0461
775,cleveland,12/07/21,122690.0245
776,cleveland,13/07/21,114973.9714
777,cleveland,14/07/21,135323.5123
778,cleveland,15/07/21,127797.4327
779,cleveland,16/07/21,147260.2849
780,cleveland,17/07/21,187985.9071
781,cleveland,18/07/21,158475.9232
782,cleveland,19/07/21,142768.2534
783,cleveland,20/07/21,123149.4913
784,cleveland,21/07/21,104593.1453
785,cleveland,22/07/21,100621.7546
786,cleveland,23/07/21,116374.1162
787,cleveland,24/07/21,119031.8188
788,cleveland,25/07/21,103552.1024
789,cleveland,26/07/21,73748.33533
790,cleveland,27/07/21,69281.19395
791,cleveland,28/07/21,64292.59201
792,cleveland,29/07/21,42869.10974
793,cleveland,30/07/21,28299.18804
794,cleveland,31/07/21,13818.17384
795,cleveland,01/08/21,50903.59936
796,cleveland,02/08/21,56150.69472
797,cleveland,03/08/21,66395.84194
798,cleveland,04/08/21,83281.76269
799,cleveland,05/08/21,83373.44509
800,cleveland,06/08/21,116239.0326
801,cleveland,07/08/21,150069.9145
802,cleveland,08/08/21,142722.3126
803,cleveland,09/08/21,135474.1775
804,cleveland,10/08/21,129665.3554
805,cleveland,11/08/21,130747.1803
806,cleveland,12/08/21,135549.2049
807,cleveland,13/08/21,154561.9929
808,cleveland,14/08/21,184626.441
809,cleveland,15/08/21,169042.4915
810,cleveland,16/08/21,154919.6919
811,cleveland,17/08/21,132934.1877
812,cleveland,18/08/21,129265.3533
813,cleveland,19/08/21,135474.6272
814,cleveland,20/08/21,139779.598
815,cleveland,21/08/21,166174.5788
816,cleveland,22/08/21,148499.6187
817,cleveland,23/08/21,116000.9719
818,cleveland,24/08/21,92075.50203
819,cleveland,25/08/21,87132.69136
820,cleveland,26/08/21,84515.21483
821,cleveland,27/08/21,77299.53553
822,cleveland,28/08/21,71931.14732
823,cleveland,29/08/21,47931.50542
824,cleveland,30/08/21,25214.15661
825,cleveland,31/08/21,10068.30721
826,cleveland,01/09/21,34697.68265
827,cleveland,02/09/21,45495.89349
828,cleveland,03/09/21,62355.64511
829,cleveland,04/09/21,84872.42807
830,cleveland,05/09/21,84644.71378
831,cleveland,06/09/21,94154.49728
832,cleveland,07/09/21,85822.62961
833,cleveland,08/09/21,83074.94044
834,cleveland,09/09/21,106241.8881
835,cleveland,10/09/21,117025.0812
836,cleveland,11/09/21,148973.3038
837,cleveland,12/09/21,131463.5025
838,cleveland,13/09/21,120437.8866
839,cleveland,14/09/21,116234.2972
840,cleveland,15/09/21,109041.5977
841,columbus,03/06/21,88951.69342
842,columbus,04/06/21,84946.88972
843,columbus,05/06/21,108336.9899
844,columbus,06/06/21,121077.885
845,columbus,07/06/21,150698.6995
846,columbus,08/06/21,140178.5104
847,columbus,09/06/21,139900.7317
848,columbus,10/06/21,158942.5175
849,columbus,11/06/21,161354.9096
850,columbus,12/06/21,176209.2967
851,columbus,13/06/21,164508.493
852,columbus,14/06/21,176199.0561
853,columbus,15/06/21,215074.3325
854,columbus,16/06/21,195092.735
855,columbus,17/06/21,198602.3535
856,columbus,18/06/21,175809.9192
857,columbus,19/06/21,156588.767
858,columbus,20/06/21,179607.2476
859,columbus,21/06/21,170440.1991
860,columbus,22/06/21,168324.0203
861,columbus,23/06/21,142422.2637
862,columbus,24/06/21,124427.7777
863,columbus,25/06/21,118676.81
864,columbus,26/06/21,97981.96832
865,columbus,27/06/21,99527.26984
866,columbus,28/06/21,78069.05923
867,columbus,29/06/21,57486.1819
868,columbus,30/06/21,36719.61512
869,columbus,01/07/21,54483.71479
870,columbus,02/07/21,77402.68102
871,columbus,03/07/21,82143.43029
872,columbus,04/07/21,104030.2445
873,columbus,05/07/21,100433.5794
874,columbus,06/07/21,105868.3606
875,columbus,07/07/21,155257.561
876,columbus,08/07/21,167448.3243
877,columbus,09/07/21,147548.0717
878,columbus,10/07/21,173112.588
879,columbus,11/07/21,189328.9489
880,columbus,12/07/21,167135.5843
881,columbus,13/07/21,188724.2949
882,columbus,14/07/21,208121.3094
883,columbus,15/07/21,209251.895
884,columbus,16/07/21,157927.267
885,columbus,17/07/21,186841.5898
886,columbus,18/07/21,158506.8514
887,columbus,19/07/21,179897.1544
888,columbus,20/07/21,172529.2387
889,columbus,21/07/21,145337.1593
890,columbus,22/07/21,142502.1606
891,columbus,23/07/21,130929.3234
892,columbus,24/07/21,123158.8344
893,columbus,25/07/21,104847.8763
894,columbus,26/07/21,95934.89624
895,columbus,27/07/21,97096.17229
896,columbus,28/07/21,78925.61243
897,columbus,29/07/21,57502.01547
898,columbus,30/07/21,32971.61609
899,columbus,31/07/21,12308.77081
900,columbus,01/08/21,49694.51187
901,columbus,02/08/21,71156.48383
902,columbus,03/08/21,89537.61194
903,columbus,04/08/21,102978.1344
904,columbus,05/08/21,102012.2201
905,columbus,06/08/21,128719.718
906,columbus,07/08/21,137190.0864
907,columbus,08/08/21,137827.1598
908,columbus,09/08/21,166180.9213
909,columbus,10/08/21,150551.0502
910,columbus,11/08/21,190384.5466
911,columbus,12/08/21,196489.5844
912,columbus,13/08/21,181570.8609
913,columbus,14/08/21,184357.3498
914,columbus,15/08/21,177548.8749
915,columbus,16/08/21,203866.1762
916,columbus,17/08/21,170235.7694
917,columbus,18/08/21,186331.5594
918,columbus,19/08/21,173857.3451
919,columbus,20/08/21,155202.9724
920,columbus,21/08/21,157399.2974
921,columbus,22/08/21,157146.7767
922,columbus,23/08/21,153058.1278
923,columbus,24/08/21,141519.2797
924,columbus,25/08/21,119514.0745
925,columbus,26/08/21,126572.82
926,columbus,27/08/21,92027.06806
927,columbus,28/08/21,82508.1695
928,columbus,29/08/21,59178.19372
929,columbus,30/08/21,38018.61591
930,columbus,31/08/21,15443.20933
931,columbus,01/09/21,48095.80829
932,columbus,02/09/21,56182.78861
933,columbus,03/09/21,68472.51311
934,columbus,04/09/21,84974.82301
935,columbus,05/09/21,90642.58705
936,columbus,06/09/21,122282.0531
937,columbus,07/09/21,126873.204
938,columbus,08/09/21,116725.4045
939,columbus,09/09/21,146948.6617
940,columbus,10/09/21,148608.7801
941,columbus,11/09/21,166180.703
942,columbus,12/09/21,158764.8797
943,columbus,13/09/21,166940.0059
944,columbus,14/09/21,158311.8407
945,columbus,15/09/21,155751.2823
946,dallas,03/06/21,39468.94279
947,dallas,04/06/21,43843.55599
948,dallas,05/06/21,60787.84221
949,dallas,06/06/21,16983.53368
950,dallas,07/06/21,39787.17425
951,dallas,08/06/21,76471.58706
952,dallas,09/06/21,77809.71288
953,dallas,10/06/21,74252.14022
954,dallas,11/06/21,80977.12344
955,dallas,12/06/21,108926.4638
956,dallas,13/06/21,96433.96303
957,dallas,14/06/21,90230.96826
958,dallas,15/06/21,97203.87284
959,dallas,16/06/21,86578.79118
960,dallas,17/06/21,96309.88202
961,dallas,18/06/21,90228.52928
962,dallas,19/06/21,98328.14228
963,dallas,20/06/21,97854.05202
964,dallas,21/06/21,88401.64991
965,dallas,22/06/21,79927.44362
966,dallas,23/06/21,61819.04026
967,dallas,24/06/21,63040.8131
968,dallas,25/06/21,58014.04399
969,dallas,26/06/21,56041.65692
970,dallas,27/06/21,46879.33799
971,dallas,28/06/21,39161.089
972,dallas,29/06/21,25380.69163
973,dallas,30/06/21,16762.53092
974,dallas,01/07/21,25174.51183
975,dallas,02/07/21,37599.46266
976,dallas,03/07/21,48524.05477
977,dallas,04/07/21,55123.14946
978,dallas,05/07/21,55304.16144
979,dallas,06/07/21,61505.17681
980,dallas,07/07/21,73934.34383
981,dallas,08/07/21,80024.55804
982,dallas,09/07/21,72005.42025
983,dallas,10/07/21,97852.14124
984,dallas,11/07/21,98807.82433
985,dallas,12/07/21,85849.21822
986,dallas,13/07/21,94231.69288
987,dallas,14/07/21,102720.8179
988,dallas,15/07/21,96569.7233
989,dallas,16/07/21,91408.44595
990,dallas,17/07/21,107025.4564
991,dallas,18/07/21,99990.76109
992,dallas,19/07/21,111234.1183
993,dallas,20/07/21,97010.21213
994,dallas,21/07/21,76664.89218
995,dallas,22/07/21,77024.8026
996,dallas,23/07/21,74464.5752
997,dallas,24/07/21,83105.06182
998,dallas,25/07/21,65491.4887
999,dallas,26/07/21,52234.09445
1000,dallas,27/07/21,49666.27623
1001,dallas,28/07/21,52705.35864
1002,dallas,29/07/21,29562.2136
1003,dallas,30/07/21,17139.79676
1004,dallas,31/07/21,8029.245613
1005,dallas,01/08/21,32462.47504
1006,dallas,02/08/21,40282.02013
1007,dallas,03/08/21,49116.65367
1008,dallas,04/08/21,58384.47505
1009,dallas,05/08/21,56116.74189
1010,dallas,06/08/21,66518.68027
1011,dallas,07/08/21,94062.57956
1012,dallas,08/08/21,85824.1078
1013,dallas,09/08/21,91567.95199
1014,dallas,10/08/21,94148.79622
1015,dallas,11/08/21,98798.59129
1016,dallas,12/08/21,101854.8967
1017,dallas,13/08/21,104836.5207
1018,dallas,14/08/21,116187.587
1019,dallas,15/08/21,113243.4168
1020,dallas,16/08/21,116146.1705
1021,dallas,17/08/21,99687.12571
1022,dallas,18/08/21,101829.6774
1023,dallas,19/08/21,95719.21246
1024,dallas,20/08/21,89885.40321
1025,dallas,21/08/21,103519.0696
1026,dallas,22/08/21,92599.48712
1027,dallas,23/08/21,77829.31499
1028,dallas,24/08/21,70466.40577
1029,dallas,25/08/21,64542.73434
1030,dallas,26/08/21,61886.39463
1031,dallas,27/08/21,51586.38431
1032,dallas,28/08/21,45032.47321
1033,dallas,29/08/21,36390.3419
1034,dallas,30/08/21,18270.39449
1035,dallas,31/08/21,7111.096915
1036,dallas,01/09/21,25176.41881
1037,dallas,02/09/21,31276.12435
1038,dallas,03/09/21,38248.7737
1039,dallas,04/09/21,53971.96197
1040,dallas,05/09/21,59382.28999
1041,dallas,06/09/21,66889.35904
1042,dallas,07/09/21,74042.15069
1043,dallas,08/09/21,58848.08101
1044,dallas,09/09/21,87947.40089
1045,dallas,10/09/21,77266.34782
1046,dallas,11/09/21,106575.831
1047,dallas,12/09/21,110413.6527
1048,dallas,13/09/21,92515.13635
1049,dallas,14/09/21,86581.20507
1050,dallas,15/09/21,84009.4396
1051,denver,03/06/21,58863.36685
1052,denver,04/06/21,64373.47506
1053,denver,05/06/21,95975.43543
1054,denver,06/06/21,45922.40524
1055,denver,07/06/21,76517.06296
1056,denver,08/06/21,105492.7677
1057,denver,09/06/21,114428.6096
1058,denver,10/06/21,107121.4824
1059,denver,11/06/21,124195.9993
1060,denver,12/06/21,157903.2276
1061,denver,13/06/21,129965.8713
1062,denver,14/06/21,135659.8995
1063,denver,15/06/21,147553.3515
1064,denver,16/06/21,123199.3427
1065,denver,17/06/21,137452.4436
1066,denver,18/06/21,130860.155
1067,denver,19/06/21,142317.048
1068,denver,20/06/21,137886.7894
1069,denver,21/06/21,137533.878
1070,denver,22/06/21,110936.8216
1071,denver,23/06/21,97736.45297
1072,denver,24/06/21,91123.80906
1073,denver,25/06/21,86353.02549
1074,denver,26/06/21,83740.72849
1075,denver,27/06/21,69420.99369
1076,denver,28/06/21,60386.90547
1077,denver,29/06/21,38789.61472
1078,denver,30/06/21,26461.54961
1079,denver,01/07/21,38664.59587
1080,denver,02/07/21,57060.3207
1081,denver,03/07/21,72296.41448
1082,denver,04/07/21,82246.05368
1083,denver,05/07/21,86653.37118
1084,denver,06/07/21,97113.43706
1085,denver,07/07/21,109692.842
1086,denver,08/07/21,118622.9756
1087,denver,09/07/21,121876.8786
1088,denver,10/07/21,139401.332
1089,denver,11/07/21,133377.9114
1090,denver,12/07/21,133167.685
1091,denver,13/07/21,131019.8849
1092,denver,14/07/21,147779.0318
1093,denver,15/07/21,149368.1698
1094,denver,16/07/21,138590.8649
1095,denver,17/07/21,160713.0109
1096,denver,18/07/21,152321.2182
1097,denver,19/07/21,160315.4737
1098,denver,20/07/21,144340.7999
1099,denver,21/07/21,117225.1677
1100,denver,22/07/21,116896.9573
1101,denver,23/07/21,124715.4994
1102,denver,24/07/21,124939.9675
1103,denver,25/07/21,94020.47724
1104,denver,26/07/21,81893.75105
1105,denver,27/07/21,74778.96186
1106,denver,28/07/21,73330.63403
1107,denver,29/07/21,46971.93939
1108,denver,30/07/21,27233.14863
1109,denver,31/07/21,11791.94084
1110,denver,01/08/21,44766.71832
1111,denver,02/08/21,66400.09065
1112,denver,03/08/21,75147.6386
1113,denver,04/08/21,82610.67676
1114,denver,05/08/21,90855.67734
1115,denver,06/08/21,108818.0845
1116,denver,07/08/21,127523.5762
1117,denver,08/08/21,123586.7152
1118,denver,09/08/21,142322.4441
1119,denver,10/08/21,143317.2028
1120,denver,11/08/21,148706.1599
1121,denver,12/08/21,156256.2191
1122,denver,13/08/21,153792.6249
1123,denver,14/08/21,179603.4058
1124,denver,15/08/21,161376.2447
1125,denver,16/08/21,182648.2822
1126,denver,17/08/21,144665.2649
1127,denver,18/08/21,146188.8335
1128,denver,19/08/21,141862.9475
1129,denver,20/08/21,134385.631
1130,denver,21/08/21,156287.7617
1131,denver,22/08/21,133894.7731
1132,denver,23/08/21,122037.8519
1133,denver,24/08/21,109804.8858
1134,denver,25/08/21,95787.28528
1135,denver,26/08/21,91372.43307
1136,denver,27/08/21,79100.45663
1137,denver,28/08/21,70143.65523
1138,denver,29/08/21,50457.19675
1139,denver,30/08/21,28736.64818
1140,denver,31/08/21,10924.23502
1141,denver,01/09/21,37184.80766
1142,denver,02/09/21,45790.60373
1143,denver,03/09/21,60545.64074
1144,denver,04/09/21,80590.46069
1145,denver,05/09/21,86578.38078
1146,denver,06/09/21,103590.8238
1147,denver,07/09/21,115503.9144
1148,denver,08/09/21,97627.04743
1149,denver,09/09/21,118289.4773
1150,denver,10/09/21,118051.3266
1151,denver,11/09/21,154283.637
1152,denver,12/09/21,157056.7204
1153,denver,13/09/21,135324.4131
1154,denver,14/09/21,140257.6696
1155,denver,15/09/21,126014.1594
1156,detroit,03/06/21,64163.41502
1157,detroit,04/06/21,53042.87354
1158,detroit,05/06/21,61991.35989
1159,detroit,06/06/21,81226.75872
1160,detroit,07/06/21,90614.54625
1161,detroit,08/06/21,90982.1774
1162,detroit,09/06/21,93136.52817
1163,detroit,10/06/21,88910.09013
1164,detroit,11/06/21,81343.3851
1165,detroit,12/06/21,96133.62605
1166,detroit,13/06/21,108681.4331
1167,detroit,14/06/21,94159.50509
1168,detroit,15/06/21,110272.4498
1169,detroit,16/06/21,99637.64267
1170,detroit,17/06/21,112492.296
1171,detroit,18/06/21,96561.79888
1172,detroit,19/06/21,86190.51213
1173,detroit,20/06/21,111355.8184
1174,detroit,21/06/21,84447.43729
1175,detroit,22/06/21,96159.94873
1176,detroit,23/06/21,74769.85404
1177,detroit,24/06/21,74585.32415
1178,detroit,25/06/21,55505.96209
1179,detroit,26/06/21,54348.93588
1180,detroit,27/06/21,62571.73976
1181,detroit,28/06/21,43210.98924
1182,detroit,29/06/21,39020.10177
1183,detroit,30/06/21,20010.32675
1184,detroit,01/07/21,33025.19119
1185,detroit,02/07/21,48211.39396
1186,detroit,03/07/21,44660.37554
1187,detroit,04/07/21,65352.57239
1188,detroit,05/07/21,55304.16144
1189,detroit,06/07/21,74269.70812
1190,detroit,07/07/21,96100.96388
1191,detroit,08/07/21,91288.32093
1192,detroit,09/07/21,108988.7489
1193,detroit,10/07/21,101730.4273
1194,detroit,11/07/21,112186.7327
1195,detroit,12/07/21,98650.55342
1196,detroit,13/07/21,108407.7574
1197,detroit,14/07/21,111504.1922
1198,detroit,15/07/21,142492.8254
1199,detroit,16/07/21,98559.7186
1200,detroit,17/07/21,112206.6709
1201,detroit,18/07/21,110908.4037
1202,detroit,19/07/21,112658.2406
1203,detroit,20/07/21,104057.3218
1204,detroit,21/07/21,87597.33337
1205,detroit,22/07/21,85601.70891
1206,detroit,23/07/21,74532.11677
1207,detroit,24/07/21,63013.01211
1208,detroit,25/07/21,70389.07488
1209,detroit,26/07/21,57431.64543
1210,detroit,27/07/21,55466.88729
1211,detroit,28/07/21,44048.03999
1212,detroit,29/07/21,33633.84301
1213,detroit,30/07/21,15688.16863
1214,detroit,31/07/21,7257.244352
1215,detroit,01/08/21,37268.3438
1216,detroit,02/08/21,38135.3294
1217,detroit,03/08/21,59411.23499
1218,detroit,04/08/21,60565.50429
1219,detroit,05/08/21,65803.56043
1220,detroit,06/08/21,68778.69628
1221,detroit,07/08/21,83652.4917
1222,detroit,08/08/21,101018.1536
1223,detroit,09/08/21,114984.6056
1224,detroit,10/08/21,99533.38941
1225,detroit,11/08/21,110851.9226
1226,detroit,12/08/21,114478.9097
1227,detroit,13/08/21,108521.3888
1228,detroit,14/08/21,98517.26689
1229,detroit,15/08/21,125985.4891
1230,detroit,16/08/21,115564.8584
1231,detroit,17/08/21,102227.9581
1232,detroit,18/08/21,122911.8284
1233,detroit,19/08/21,108865.4253
1234,detroit,20/08/21,84449.29585
1235,detroit,21/08/21,95299.55599
1236,detroit,22/08/21,122115.5736
1237,detroit,23/08/21,101976.8352
1238,detroit,24/08/21,86887.51441
1239,detroit,25/08/21,75067.60068
1240,detroit,26/08/21,68086.46279
1241,detroit,27/08/21,55448.35956
1242,detroit,28/08/21,41519.12668
1243,detroit,29/08/21,41011.33769
1244,detroit,30/08/21,21904.22919
1245,detroit,31/08/21,8948.70496
1246,detroit,01/09/21,27491.11129
1247,detroit,02/09/21,30700.52762
1248,detroit,03/09/21,35711.65079
1249,detroit,04/09/21,43265.62153
1250,detroit,05/09/21,60168.24454
1251,detroit,06/09/21,60637.27078
1252,detroit,07/09/21,71887.96127
1253,detroit,08/09/21,54164.58932
1254,detroit,09/09/21,68908.35479
1255,detroit,10/09/21,67189.03834
1256,detroit,11/09/21,74842.22557
1257,detroit,12/09/21,77936.46717
1258,detroit,13/09/21,90648.19772
1259,detroit,14/09/21,100799.1008
1260,detroit,15/09/21,82239.72766
1261,honolulu,03/06/21,48239.81897
1262,honolulu,04/06/21,54978.42735
1263,honolulu,05/06/21,52526.40728
1264,honolulu,06/06/21,55122.93372
1265,honolulu,07/06/21,96134.64514
1266,honolulu,08/06/21,76587.98217
1267,honolulu,09/06/21,84907.07337
1268,honolulu,10/06/21,84172.16693
1269,honolulu,11/06/21,85305.67033
1270,honolulu,12/06/21,85026.87359
1271,honolulu,13/06/21,67182.72393
1272,honolulu,14/06/21,103019.6094
1273,honolulu,15/06/21,124404.7481
1274,honolulu,16/06/21,95966.29296
1275,honolulu,17/06/21,107735.647
1276,honolulu,18/06/21,103923.1967
1277,honolulu,19/06/21,74399.67141
1278,honolulu,20/06/21,70074.16764
1279,honolulu,21/06/21,99809.78057
1280,honolulu,22/06/21,88970.00761
1281,honolulu,23/06/21,72458.519
1282,honolulu,24/06/21,69656.20707
1283,honolulu,25/06/21,67249.411
1284,honolulu,26/06/21,44010.74705
1285,honolulu,27/06/21,40045.30463
1286,honolulu,28/06/21,47007.77073
1287,honolulu,29/06/21,32091.93221
1288,honolulu,30/06/21,20862.20762
1289,honolulu,01/07/21,32213.95432
1290,honolulu,02/07/21,45499.07925
1291,honolulu,03/07/21,41011.34516
1292,honolulu,04/07/21,46200.40465
1293,honolulu,05/07/21,70459.33496
1294,honolulu,06/07/21,78573.59908
1295,honolulu,07/07/21,96374.62585
1296,honolulu,08/07/21,99253.07376
1297,honolulu,09/07/21,93193.78564
1298,honolulu,10/07/21,90746.47023
1299,honolulu,11/07/21,89635.5231
1300,honolulu,12/07/21,98059.07259
1301,honolulu,13/07/21,96971.2391
1302,honolulu,14/07/21,109767.3668
1303,honolulu,15/07/21,118350.3946
1304,honolulu,16/07/21,106989.4311
1305,honolulu,17/07/21,108137.9871
1306,honolulu,18/07/21,93217.49271
1307,honolulu,19/07/21,104978.1528
1308,honolulu,20/07/21,94861.09357
1309,honolulu,21/07/21,85392.47128
1310,honolulu,22/07/21,77485.02684
1311,honolulu,23/07/21,80340.69134
1312,honolulu,24/07/21,73287.10888
1313,honolulu,25/07/21,59825.22308
1314,honolulu,26/07/21,56733.46694
1315,honolulu,27/07/21,56352.1211
1316,honolulu,28/07/21,53715.10326
1317,honolulu,29/07/21,34710.25079
1318,honolulu,30/07/21,19460.88966
1319,honolulu,31/07/21,8418.489947
1320,honolulu,01/08/21,34982.25401
1321,honolulu,02/08/21,45690.83892
1322,honolulu,03/08/21,56269.5644
1323,honolulu,04/08/21,69021.18688
1324,honolulu,05/08/21,75122.94792
1325,honolulu,06/08/21,85003.58736
1326,honolulu,07/08/21,96930.66499
1327,honolulu,08/08/21,100382.4194
1328,honolulu,09/08/21,111063.4207
1329,honolulu,10/08/21,113457.186
1330,honolulu,11/08/21,117048.0126
1331,honolulu,12/08/21,115795.8032
1332,honolulu,13/08/21,118806.6249
1333,honolulu,14/08/21,121419.9153
1334,honolulu,15/08/21,118844.3277
1335,honolulu,16/08/21,137015.2773
1336,honolulu,17/08/21,108066.4665
1337,honolulu,18/08/21,113901.3748
1338,honolulu,19/08/21,112191.5755
1339,honolulu,20/08/21,93973.01883
1340,honolulu,21/08/21,108345.4743
1341,honolulu,22/08/21,106183.0148
1342,honolulu,23/08/21,102998.461
1343,honolulu,24/08/21,87383.75671
1344,honolulu,25/08/21,68576.65523
1345,honolulu,26/08/21,65429.29072
1346,honolulu,27/08/21,60290.83628
1347,honolulu,28/08/21,49051.24854
1348,honolulu,29/08/21,37319.07144
1349,honolulu,30/08/21,21995.32811
1350,honolulu,31/08/21,8713.426226
1351,honolulu,01/09/21,32881.92881
1352,honolulu,02/09/21,35402.06772
1353,honolulu,03/09/21,51475.72872
1354,honolulu,04/09/21,55489.82355
1355,honolulu,05/09/21,66888.24471
1356,honolulu,06/09/21,77620.04898
1357,honolulu,07/09/21,76987.27042
1358,honolulu,08/09/21,70121.96609
1359,honolulu,09/09/21,80451.12319
1360,honolulu,10/09/21,73591.72717
1361,honolulu,11/09/21,2271.800287
1362,honolulu,12/09/21,2026.538327
1363,honolulu,13/09/21,100883.551
1364,honolulu,14/09/21,101965.8699
1365,honolulu,15/09/21,103257.6521
1366,houston,03/06/21,93102.6161
1367,houston,04/06/21,95211.84926
1368,houston,05/06/21,122187.6426
1369,houston,06/06/21,102462.8622
1370,houston,07/06/21,145815.5351
1371,houston,08/06/21,137811.8099
1372,houston,09/06/21,151047.5064
1373,houston,10/06/21,145395.0183
1374,houston,11/06/21,155894.2812
1375,houston,12/06/21,185335.568
1376,houston,13/06/21,140845.9053
1377,houston,14/06/21,168592.7401
1378,houston,15/06/21,191773.7689
1379,houston,16/06/21,164746.009
1380,houston,17/06/21,189677.507
1381,houston,18/06/21,183993.8195
1382,houston,19/06/21,162084.0457
1383,houston,20/06/21,141971.0737
1384,houston,21/06/21,165486.0706
1385,houston,22/06/21,183056.7831
1386,houston,23/06/21,133910.6807
1387,houston,24/06/21,119174.3766
1388,houston,25/06/21,115254.5674
1389,houston,26/06/21,94498.60023
1390,houston,27/06/21,69086.14128
1391,houston,28/06/21,74651.9559
1392,houston,29/06/21,51737.56371
1393,houston,30/06/21,33285.47035
1394,houston,01/07/21,55268.78272
1395,houston,02/07/21,74453.03877
1396,houston,03/07/21,83310.58339
1397,houston,04/07/21,74797.98845
1398,houston,05/07/21,130621.7073
1399,houston,06/07/21,108627.265
1400,houston,07/07/21,134322.4198
1401,houston,08/07/21,184084.7607
1402,houston,09/07/21,144536.1719
1403,houston,10/07/21,166006.917
1404,houston,11/07/21,127400.1013
1405,houston,12/07/21,153827.2655
1406,houston,13/07/21,161198.3782
1407,houston,14/07/21,183309.5176
1408,houston,15/07/21,213083.1938
1409,houston,16/07/21,195281.68
1410,houston,17/07/21,207566.448
1411,houston,18/07/21,125537.4263
1412,houston,19/07/21,183254.0139
1413,houston,20/07/21,163832.8054
1414,houston,21/07/21,149057.8641
1415,houston,22/07/21,154467.9909
1416,houston,23/07/21,153454.4352
1417,houston,24/07/21,145336.1131
1418,houston,25/07/21,102937.1588
1419,houston,26/07/21,108502.1091
1420,houston,27/07/21,100474.0382
1421,houston,28/07/21,79091.14434
1422,houston,29/07/21,69030.49876
1423,houston,30/07/21,40267.55958
1424,houston,31/07/21,16408.81113
1425,houston,01/08/21,46687.03374
1426,houston,02/08/21,77470.28008
1427,houston,03/08/21,92623.18128
1428,houston,04/08/21,117406.4817
1429,houston,05/08/21,120149.9527
1430,houston,06/08/21,143696.5405
1431,houston,07/08/21,176812.1555
1432,houston,08/08/21,124190.6627
1433,houston,09/08/21,186504.8093
1434,houston,10/08/21,193301.4568
1435,houston,11/08/21,195660.9045
1436,houston,12/08/21,201439.2874
1437,houston,13/08/21,212952.979
1438,houston,14/08/21,222807.488
1439,houston,15/08/21,161166.2105
1440,houston,16/08/21,264729.5599
1441,houston,17/08/21,189373.1027
1442,houston,18/08/21,204930.0597
1443,houston,19/08/21,206168.5188
1444,houston,20/08/21,192834.3203
1445,houston,21/08/21,198028.8502
1446,houston,22/08/21,145401.6211
1447,houston,23/08/21,160998.9469
1448,houston,24/08/21,138361.3742
1449,houston,25/08/21,128388.7005
1450,houston,26/08/21,120029.891
1451,houston,27/08/21,101011.6633
1452,houston,28/08/21,90274.51446
1453,houston,29/08/21,51499.186
1454,houston,30/08/21,34182.33917
1455,houston,31/08/21,14287.09831
1456,houston,01/09/21,50917.39974
1457,houston,02/09/21,61133.95566
1458,houston,03/09/21,65637.52117
1459,houston,04/09/21,81181.62782
1460,houston,05/09/21,71046.66838
1461,houston,06/09/21,110730.6992
1462,houston,07/09/21,118633.1041
1463,houston,08/09/21,129809.5917
1464,houston,09/09/21,167283.0066
1465,houston,10/09/21,160259.8071
1466,houston,11/09/21,184583.7733
1467,houston,12/09/21,165228.2459
1468,houston,13/09/21,161859.4363
1469,houston,14/09/21,143654.9142
1470,houston,15/09/21,139668.0638
1471,indianapolis,03/06/21,53633.6733
1472,indianapolis,04/06/21,65308.63027
1473,indianapolis,05/06/21,67172.6055
1474,indianapolis,06/06/21,54534.52783
1475,indianapolis,07/06/21,116431.6241
1476,indianapolis,08/06/21,97345.11007
1477,indianapolis,09/06/21,102149.7406
1478,indianapolis,10/06/21,107602.6778
1479,indianapolis,11/06/21,112309.1436
1480,indianapolis,12/06/21,112057.7651
1481,indianapolis,13/06/21,116707.6877
1482,indianapolis,14/06/21,110291.5819
1483,indianapolis,15/06/21,129723.355
1484,indianapolis,16/06/21,119620.9385
1485,indianapolis,17/06/21,128282.409
1486,indianapolis,18/06/21,135548.4196
1487,indianapolis,19/06/21,120229.2288
1488,indianapolis,20/06/21,125161.3746
1489,indianapolis,21/06/21,118217.3221
1490,indianapolis,22/06/21,113451.0955
1491,indianapolis,23/06/21,90508.945
1492,indianapolis,24/06/21,90248.24222
1493,indianapolis,25/06/21,80235.18085
1494,indianapolis,26/06/21,68716.08058
1495,indianapolis,27/06/21,67031.3651
1496,indianapolis,28/06/21,53860.05731
1497,indianapolis,29/06/21,38572.68574
1498,indianapolis,30/06/21,23222.62754
1499,indianapolis,01/07/21,36466.40565
1500,indianapolis,02/07/21,55721.11531
1501,indianapolis,03/07/21,60678.54568
1502,indianapolis,04/07/21,86651.4256
1503,indianapolis,05/07/21,82956.24216
1504,indianapolis,06/07/21,87328.52257
